250.00,0
250.00,0
251.00,0
252.00,0
255.00,0
253.00,0
255.00,0
254.00,0
257.00,0
257.00,0
256.00,0
257.00,0
252.00,0
253.00,0
250.00,0
252.00,0
252.00,0
249.00,0
246.00,0
247.00,0
247.00,0
248.00,0
247.00,0
245.00,0
250.00,0
246.00,0
249.00,0
249.00,0
251.00,0
252.00,0
253.00,0
254.00,0
252.00,0
253.00,0
252.00,0
253.00,0
254.00,0
254.00,0
253.00,0
253.00,0
251.00,0
251.00,0
251.00,0
252.00,0
249.00,0
247.00,0
246.00,0
244.00,0
246.00,0
246.00,0
246.00,0
248.00,0
246.00,0
249.00,0
248.00,0
249.00,0
252.00,0
249.00,0
252.00,0
252.00,0
252.00,0
254.00,0
252.00,0
255.00,0
256.00,0
253.00,0
252.00,0
255.00,0
258.00,0
249.00,0
251.00,0
254.00,0
251.00,0
248.00,0
248.00,0
246.00,0
248.00,0
249.00,0
246.00,0
248.00,0
246.00,0
248.00,0
249.00,0
252.00,0
250.00,0
251.00,0
252.00,0
256.00,0
251.00,0
254.00,0
254.00,0
254.00,0
258.00,0
255.00,0
255.00,0
258.00,0
253.00,0
254.00,0
253.00,0
251.00,0
252.00,0
247.00,0
248.00,0
247.00,0
247.00,0
243.00,0
247.00,0
247.00,0
245.00,0
244.00,0
248.00,0
248.00,0
246.00,0
251.00,0
253.00,0
254.00,0
252.00,0
255.00,0
253.00,0
254.00,0
257.00,0
255.00,0
256.00,0
253.00,0
250.00,0
256.00,0
253.00,0
251.00,0
249.00,0
247.00,0
248.00,0
247.00,0
248.00,0
251.00,0
247.00,0
245.00,0
248.00,0
250.00,0
249.00,0
248.00,0
247.00,0
252.00,0
250.00,0
250.00,0
252.00,0
254.00,0
255.00,0
256.00,0
252.00,0
256.00,0
255.00,0
254.00,0
252.00,0
254.00,0
251.00,0
254.00,0
250.00,0
248.00,0
247.00,0
247.00,0
247.00,0
248.00,0
246.00,0
246.00,0
244.00,0
246.00,0
246.00,0
250.00,0
249.00,0
252.00,0
253.00,0
255.00,0
252.00,0
253.00,0
254.00,0
250.00,0
253.00,0
257.00,0
253.00,0
255.00,0
253.00,0
252.00,0
253.00,0
252.00,0
250.00,0
250.00,0
248.00,0
248.00,0
246.00,0
249.00,0
249.00,0
247.00,0
248.00,0
249.00,0
248.00,0
250.00,0
249.00,0
249.00,0
248.00,0
249.00,0
252.00,0
255.00,0
255.00,0
255.00,0
252.00,0
255.00,0
257.00,0
256.00,0
253.00,0
255.00,0
249.00,0
248.00,0
253.00,0
249.00,0
252.00,0
252.00,0
249.00,0
247.00,0
246.00,0
246.00,0
247.00,0
246.00,0
246.00,0
250.00,0
250.00,0
247.00,0
253.00,0
255.00,0
252.00,0
253.00,0
254.00,0
253.00,0
254.00,0
255.00,0
257.00,0
254.00,0
256.00,0
250.00,0
251.00,0
251.00,0
251.00,0
249.00,0
249.00,0
246.00,0
248.00,0
248.00,0
245.00,0
247.00,0
